venda_id;vendedor;data_compra;veiculo;valor;comprador;forma_pagamento;;
4275;2;06/02/2023;1;3000000;2375;parcelado;;
4276;8;07/02/2023;5;200000;495;carne;;
4277;1;07/02/2023;27;98000;1088;avista;;
4278;1;07/02/2023;19;32500;6738;parcelado;;
4279;2;07/02/2023;16;120000;6264;cartao;;
4280;2;07/02/2023;1;3000000;6429;parcelado;;
4281;2;07/02/2023;4;450000;378;cartao;;
4282;8;07/02/2023;19;32500;7438;carne;;
4283;2;07/02/2023;8;19000;608;avista;;
4284;2;07/02/2023;22;365000;7184;cheque;;
4285;1;07/02/2023;17;365300;5087;carne;;
4286;1;07/02/2023;21;125000;3524;parcelado;;
4287;2;07/02/2023;2;300000;7130;cartao;;
4288;1;07/02/2023;30;530000;3115;avista;;
4289;8;07/02/2023;12;123000;712;cheque;;
4290;2;07/02/2023;18;258000;4839;carne;;
4291;1;07/02/2023;2;300000;3056;cartao;;
4292;8;08/02/2023;17;365300;1727;avista;;
4293;8;08/02/2023;30;530000;3653;cartao;;
4294;1;08/02/2023;13;1200000;4392;cartao;;
4295;8;08/02/2023;21;125000;1898;cartao;;
4296;1;08/02/2023;17;365300;6451;cartao;;
4297;2;08/02/2023;5;200000;6963;cartao;;
4298;2;08/02/2023;19;32500;4043;cheque;;
4299;2;08/02/2023;6;125000;5990;cheque;;
4300;8;08/02/2023;27;98000;171;carne;;
4301;1;09/02/2023;30;530000;3104;cartao;;
4302;1;09/02/2023;7;150000;1095;cartao;;
4303;1;09/02/2023;14;17000;1242;avista;;
4304;2;09/02/2023;10;3500000;2010;cheque;;
4305;2;09/02/2023;15;422000;5026;avista;;
4306;1;09/02/2023;2;300000;6486;cartao;;
4307;8;09/02/2023;18;258000;2644;carne;;
4308;2;10/02/2023;19;32500;3976;cartao;;
4309;2;10/02/2023;19;32500;5691;avista;;
4310;2;11/02/2023;29;450000;65;cheque;;
4311;2;11/02/2023;21;125000;3460;cheque;;
4312;2;11/02/2023;27;98000;6039;avista;;
4313;8;11/02/2023;7;150000;6207;carne;;
4314;2;11/02/2023;11;4200000;4202;cheque;;
4315;1;11/02/2023;6;125000;3445;cartao;;
4316;8;11/02/2023;2;300000;7709;carne;;
4317;1;11/02/2023;8;19000;7596;carne;;
4318;1;11/02/2023;7;150000;2325;parcelado;;
4319;1;11/02/2023;6;125000;2272;parcelado;;
4320;2;12/02/2023;28;41000;6801;cartao;;
4321;1;12/02/2023;26;150000;304;cartao;;
4322;2;12/02/2023;15;422000;214;cartao;;
4323;2;12/02/2023;8;19000;3636;parcelado;;
4324;2;12/02/2023;27;98000;7701;carne;;
4325;2;12/02/2023;7;150000;6520;cheque;;
4326;1;12/02/2023;18;258000;2586;avista;;
4327;8;12/02/2023;9;45000;4182;cheque;;
4328;8;12/02/2023;25;17500;1743;parcelado;;
4329;8;12/02/2023;23;210000;2394;carne;;
4330;2;13/02/2023;4;450000;7035;cartao;;
4331;1;13/02/2023;1;3000000;6884;avista;;
4332;8;13/02/2023;3;20000;4083;avista;;
4333;2;13/02/2023;10;3500000;3977;avista;;
4334;2;13/02/2023;7;150000;1490;avista;;
4335;2;13/02/2023;29;450000;3705;cartao;;
4336;8;13/02/2023;8;19000;2357;carne;;
4337;8;13/02/2023;1;3000000;1614;carne;;
4338;2;13/02/2023;11;4200000;144;cartao;;
4339;8;13/02/2023;7;150000;1513;cartao;;
4340;8;13/02/2023;4;450000;1848;cheque;;
4341;2;13/02/2023;12;123000;3157;carne;;
4342;8;13/02/2023;12;123000;393;avista;;
4343;8;13/02/2023;4;450000;7115;cheque;;
4344;1;14/02/2023;15;422000;6652;cheque;;
4345;8;14/02/2023;16;120000;5628;parcelado;;
4346;1;14/02/2023;20;30000;4786;carne;;
4347;2;14/02/2023;28;41000;3491;avista;;
4348;8;14/02/2023;16;120000;3414;cheque;;
4349;2;14/02/2023;3;20000;5045;avista;;
4350;2;14/02/2023;9;45000;3759;carne;;
4351;1;14/02/2023;23;210000;4010;parcelado;;
4352;2;14/02/2023;2;300000;1626;avista;;
4353;2;14/02/2023;24;127000;5046;parcelado;;
4354;2;14/02/2023;17;365300;6477;carne;;
4355;8;15/02/2023;30;530000;1048;parcelado;;
4356;1;15/02/2023;9;45000;3395;parcelado;;
4357;2;15/02/2023;26;150000;2113;cartao;;
4358;8;15/02/2023;17;365300;5349;parcelado;;
4359;1;15/02/2023;30;530000;6057;cheque;;
4360;8;15/02/2023;3;20000;2694;cartao;;
4361;8;15/02/2023;5;200000;942;avista;;
4362;8;15/02/2023;1;3000000;2404;cheque;;
4363;8;15/02/2023;21;125000;1002;carne;;
4364;1;15/02/2023;9;45000;735;cheque;;
4365;8;16/02/2023;13;1200000;5179;parcelado;;
4366;2;16/02/2023;6;125000;445;carne;;
4367;8;16/02/2023;27;98000;7262;cartao;;
4368;8;16/02/2023;11;4200000;6388;carne;;
4369;1;16/02/2023;5;200000;2349;cartao;;
4370;2;16/02/2023;12;123000;2409;carne;;
4371;2;16/02/2023;24;127000;1045;carne;;
4372;2;16/02/2023;8;19000;977;carne;;
4373;2;16/02/2023;15;422000;1309;cheque;;
4374;2;16/02/2023;16;120000;4100;cheque;;
4375;2;16/02/2023;19;32500;2624;cheque;;
4376;8;17/02/2023;20;30000;2711;cartao;;
4377;1;17/02/2023;16;120000;7481;avista;;
4378;1;17/02/2023;3;20000;2072;avista;;
4379;1;17/02/2023;29;450000;4577;avista;;
4380;8;17/02/2023;8;19000;384;carne;;
4381;2;17/02/2023;14;17000;2045;parcelado;;
4382;2;17/02/2023;18;258000;4691;avista;;
4383;2;17/02/2023;15;422000;1794;avista;;
4384;1;17/02/2023;14;17000;3276;cheque;;
4385;1;17/02/2023;23;210000;5394;parcelado;;
4386;8;17/02/2023;26;150000;1844;avista;;
4387;1;17/02/2023;21;125000;2890;cheque;;
4388;1;17/02/2023;3;20000;3156;carne;;
4389;8;18/02/2023;17;365300;6957;parcelado;;
4390;8;18/02/2023;23;210000;4867;cheque;;
4391;1;18/02/2023;4;450000;143;avista;;
4392;2;18/02/2023;30;530000;5227;avista;;
4393;1;18/02/2023;14;17000;3222;carne;;
4394;8;18/02/2023;29;450000;2736;avista;;
4395;2;19/02/2023;3;20000;1487;cartao;;
4396;2;19/02/2023;30;530000;4857;carne;;
4397;1;19/02/2023;19;32500;2826;cartao;;
4398;1;19/02/2023;8;19000;3845;cheque;;
4399;1;19/02/2023;11;4200000;6749;avista;;
4400;2;19/02/2023;2;300000;4005;carne;;
4401;8;19/02/2023;8;19000;1474;cartao;;
4402;2;19/02/2023;23;210000;6282;avista;;
4403;1;19/02/2023;5;200000;2222;cheque;;
4404;1;19/02/2023;22;365000;5417;cheque;;
4405;1;19/02/2023;6;125000;4541;cartao;;
4406;1;19/02/2023;18;258000;2787;avista;;
4407;1;19/02/2023;13;1200000;7252;parcelado;;
4408;2;19/02/2023;26;150000;4167;carne;;
4409;1;19/02/2023;9;45000;804;cheque;;
4410;8;19/02/2023;15;422000;3154;avista;;
4411;8;20/02/2023;22;365000;4795;avista;;
4412;2;20/02/2023;18;258000;3466;avista;;
4413;2;20/02/2023;9;45000;903;carne;;
4414;2;20/02/2023;29;450000;4254;carne;;
4415;2;20/02/2023;25;17500;2240;carne;;
4416;1;20/02/2023;12;123000;5300;cartao;;
4417;1;20/02/2023;21;125000;5672;parcelado;;
4418;2;20/02/2023;24;127000;6907;avista;;
4419;2;20/02/2023;6;125000;5905;cartao;;
4420;2;20/02/2023;22;365000;7443;cheque;;
4421;2;20/02/2023;5;200000;495;cheque;;
4422;8;20/02/2023;28;41000;6119;carne;;
4423;2;20/02/2023;11;4200000;6940;parcelado;;
4424;2;20/02/2023;3;20000;4502;cheque;;
4425;8;20/02/2023;21;125000;2594;parcelado;;
4426;8;20/02/2023;22;365000;3532;parcelado;;
4427;8;21/02/2023;20;30000;3266;avista;;
4428;2;21/02/2023;22;365000;3319;cartao;;
4429;1;21/02/2023;29;450000;6301;carne;;
4430;8;21/02/2023;9;45000;1692;avista;;
4431;1;21/02/2023;26;150000;4474;cheque;;
4432;1;21/02/2023;21;125000;7390;parcelado;;
4433;1;21/02/2023;8;19000;6911;cheque;;
4434;2;22/02/2023;7;150000;475;carne;;
4435;8;22/02/2023;1;3000000;3847;parcelado;;
4436;1;22/02/2023;15;422000;1321;carne;;
4437;1;22/02/2023;14;17000;354;avista;;
4438;1;22/02/2023;15;422000;5820;cheque;;
4439;2;22/02/2023;26;150000;3138;cartao;;
4440;1;22/02/2023;4;450000;6648;carne;;
4441;1;22/02/2023;6;125000;6095;cheque;;
4442;8;22/02/2023;30;530000;4539;avista;;
4443;8;22/02/2023;8;19000;5238;carne;;
4444;8;23/02/2023;28;41000;412;cartao;;
4445;8;23/02/2023;6;125000;3146;cartao;;
4446;1;23/02/2023;11;4200000;6581;parcelado;;
4447;2;23/02/2023;18;258000;4163;parcelado;;
4448;1;23/02/2023;29;450000;1640;parcelado;;
4449;2;23/02/2023;6;125000;1117;cartao;;
4450;8;23/02/2023;24;127000;621;carne;;
4451;2;23/02/2023;11;4200000;4558;cheque;;
4452;1;24/02/2023;21;125000;4680;cartao;;
4453;8;24/02/2023;19;32500;5505;avista;;
4454;2;24/02/2023;12;123000;2069;parcelado;;
4455;8;24/02/2023;4;450000;7014;parcelado;;
4456;8;24/02/2023;26;150000;4552;cartao;;
4457;8;24/02/2023;16;120000;3815;avista;;
4458;1;24/02/2023;10;3500000;7237;cheque;;
4459;2;24/02/2023;11;4200000;1056;parcelado;;
4460;2;24/02/2023;5;200000;997;cartao;;
4461;1;24/02/2023;9;45000;516;avista;;
4462;1;24/02/2023;21;125000;4491;cartao;;
4463;1;24/02/2023;17;365300;5177;parcelado;;
4464;1;24/02/2023;18;258000;5701;avista;;
4465;8;25/02/2023;3;20000;1312;cheque;;
4466;8;25/02/2023;10;3500000;6564;carne;;
4467;8;25/02/2023;17;365300;1617;carne;;
4468;8;25/02/2023;2;300000;6575;carne;;
4469;2;25/02/2023;19;32500;2554;avista;;
4470;1;25/02/2023;2;300000;3664;cheque;;
4471;2;25/02/2023;5;200000;6079;parcelado;;
4472;8;25/02/2023;18;258000;6658;cheque;;
4473;2;25/02/2023;3;20000;633;carne;;
4474;1;25/02/2023;1;3000000;5554;carne;;
4475;8;25/02/2023;20;30000;6752;cartao;;
4476;2;26/02/2023;29;450000;5317;parcelado;;
4477;2;26/02/2023;29;450000;3384;carne;;
4478;2;26/02/2023;17;365300;4459;parcelado;;
4479;2;26/02/2023;14;17000;927;cheque;;
4480;8;26/02/2023;25;17500;4433;cartao;;
4481;8;26/02/2023;15;422000;7142;cartao;;
4482;8;26/02/2023;13;1200000;4198;cheque;;
4483;2;26/02/2023;4;450000;7609;cartao;;
4484;1;26/02/2023;1;3000000;515;carne;;
4485;1;26/02/2023;29;450000;4083;cartao;;
4486;8;26/02/2023;27;98000;4202;parcelado;;
4487;8;26/02/2023;12;123000;7074;carne;;
4488;1;26/02/2023;28;41000;3120;carne;;
4489;2;26/02/2023;5;200000;2988;parcelado;;
4490;8;26/02/2023;11;4200000;4121;avista;;
4491;8;26/02/2023;22;365000;1032;cheque;;
4492;1;26/02/2023;5;200000;3541;avista;;
4493;8;26/02/2023;14;17000;1680;avista;;
4494;2;27/02/2023;12;123000;530;cartao;;
4495;2;27/02/2023;8;19000;7465;carne;;
4496;1;27/02/2023;13;1200000;7306;cheque;;
4497;1;27/02/2023;10;3500000;2367;parcelado;;
4498;1;27/02/2023;13;1200000;6464;cartao;;
4499;8;27/02/2023;24;127000;3981;cartao;;
4500;1;27/02/2023;14;17000;7404;cheque;;
4501;8;27/02/2023;29;450000;5712;avista;;
4502;2;27/02/2023;10;3500000;1719;avista;;
4503;1;28/02/2023;3;20000;4374;parcelado;;
4504;2;28/02/2023;11;4200000;7232;carne;;
4505;2;28/02/2023;4;450000;5431;cheque;;
4506;2;28/02/2023;11;4200000;6207;parcelado;;
4507;1;28/02/2023;6;125000;4409;cheque;;
4508;2;28/02/2023;25;17500;3289;parcelado;;
4509;1;28/02/2023;14;17000;3962;cartao;;
4510;1;28/02/2023;14;17000;226;parcelado;;
4511;2;28/02/2023;3;20000;5093;parcelado;;
4512;2;28/02/2023;13;1200000;3441;cheque;;
4513;2;28/02/2023;30;530000;7405;avista;;
4514;1;01/03/2023;7;150000;366;cheque;;
4515;8;01/03/2023;21;125000;5050;cartao;;
4516;1;01/03/2023;30;530000;3779;carne;;
4517;2;01/03/2023;4;450000;5254;cartao;;
4518;2;01/03/2023;30;530000;2435;cartao;;
4519;1;01/03/2023;5;200000;303;parcelado;;
4520;1;01/03/2023;26;150000;3741;avista;;
4521;1;01/03/2023;12;123000;5185;avista;;
4522;2;01/03/2023;15;422000;5020;cheque;;
4523;1;02/03/2023;7;150000;6715;cheque;;
4524;8;02/03/2023;29;450000;1260;cheque;;
4525;2;02/03/2023;29;450000;2071;parcelado;;
4526;8;02/03/2023;22;365000;5856;cheque;;
4527;1;02/03/2023;5;200000;6839;cartao;;
4528;2;02/03/2023;6;125000;5462;carne;;
4529;8;02/03/2023;26;150000;480;cartao;;
4530;1;02/03/2023;22;365000;1247;avista;;
4531;8;02/03/2023;1;3000000;2999;carne;;
4532;8;02/03/2023;10;3500000;3952;avista;;
4533;2;02/03/2023;9;45000;221;cheque;;
4534;1;02/03/2023;18;258000;3632;carne;;
4535;1;02/03/2023;29;450000;1197;carne;;
4536;1;02/03/2023;13;1200000;6720;cartao;;
4537;1;02/03/2023;16;120000;786;parcelado;;
4538;2;03/03/2023;17;365300;181;parcelado;;
4539;2;03/03/2023;7;150000;1560;avista;;
4540;2;03/03/2023;5;200000;7655;avista;;
4541;1;03/03/2023;21;125000;1422;cheque;;
4542;1;03/03/2023;8;19000;7621;parcelado;;
4543;1;03/03/2023;26;150000;5543;avista;;
4544;2;03/03/2023;28;41000;5063;cheque;;
4545;1;03/03/2023;11;4200000;6801;carne;;
4546;1;03/03/2023;2;300000;382;carne;;
4547;1;03/03/2023;21;125000;6843;avista;;
4548;8;04/03/2023;22;365000;4581;cartao;;
4549;1;04/03/2023;1;3000000;4307;parcelado;;
4550;1;04/03/2023;26;150000;3750;carne;;
4551;8;04/03/2023;30;530000;3385;cheque;;
4552;2;04/03/2023;11;4200000;1154;cartao;;
4553;2;04/03/2023;12;123000;4262;parcelado;;
4554;1;04/03/2023;6;125000;6722;parcelado;;
4555;2;04/03/2023;13;1200000;6754;carne;;
4556;2;04/03/2023;15;422000;2783;cheque;;
4557;1;04/03/2023;28;41000;5599;avista;;
4558;1;04/03/2023;23;210000;440;parcelado;;
4559;8;04/03/2023;1;3000000;6485;parcelado;;
4560;2;04/03/2023;5;200000;2222;cartao;;
4561;1;05/03/2023;14;17000;548;cheque;;
4562;8;05/03/2023;24;127000;2933;carne;;
4563;8;05/03/2023;23;210000;3495;parcelado;;
4564;8;05/03/2023;29;450000;3971;parcelado;;
4565;2;05/03/2023;14;17000;4739;avista;;
4566;1;05/03/2023;8;19000;6166;cheque;;
4567;1;05/03/2023;2;300000;908;cartao;;
4568;8;06/03/2023;3;20000;814;avista;;
4569;8;06/03/2023;28;41000;4740;carne;;
4570;2;06/03/2023;23;210000;6210;cartao;;
4571;1;06/03/2023;24;127000;6738;carne;;
4572;1;06/03/2023;12;123000;3316;avista;;
4573;2;06/03/2023;14;17000;7064;parcelado;;
4574;8;06/03/2023;15;422000;4127;cartao;;
4575;8;06/03/2023;26;150000;6781;avista;;
4576;8;06/03/2023;21;125000;2251;cartao;;
4577;8;06/03/2023;18;258000;4639;cartao;;
4578;1;06/03/2023;8;19000;5759;parcelado;;
4579;2;06/03/2023;15;422000;7279;avista;;
4580;2;07/03/2023;24;127000;4668;cheque;;
4581;8;07/03/2023;22;365000;5588;carne;;
4582;8;07/03/2023;11;4200000;2663;carne;;
4583;1;07/03/2023;10;3500000;2330;parcelado;;
4584;1;07/03/2023;8;19000;6449;parcelado;;
4585;2;07/03/2023;26;150000;2428;carne;;
4586;8;07/03/2023;28;41000;6080;avista;;
4587;8;07/03/2023;13;1200000;396;cheque;;
4588;2;08/03/2023;27;98000;4202;cartao;;
4589;2;08/03/2023;9;45000;4165;avista;;
4590;1;08/03/2023;30;530000;7274;cartao;;
4591;2;08/03/2023;27;98000;3799;parcelado;;
4592;2;08/03/2023;23;210000;6217;parcelado;;
4593;1;08/03/2023;20;30000;3223;parcelado;;
4594;8;08/03/2023;1;3000000;891;parcelado;;
4595;8;08/03/2023;4;450000;892;cheque;;
4596;2;08/03/2023;30;530000;802;carne;;
4597;2;08/03/2023;22;365000;3442;cheque;;
4598;8;09/03/2023;17;365300;5231;parcelado;;
4599;2;09/03/2023;15;422000;6498;cartao;;
4600;2;09/03/2023;7;150000;4510;carne;;
4601;1;09/03/2023;23;210000;6362;cheque;;
4602;2;09/03/2023;18;258000;6114;carne;;
4603;8;09/03/2023;30;530000;1160;carne;;
4604;1;09/03/2023;29;450000;5511;cartao;;
4605;1;09/03/2023;12;123000;7320;parcelado;;
4606;2;09/03/2023;4;450000;5810;cartao;;
4607;8;09/03/2023;17;365300;6537;avista;;
4608;1;09/03/2023;26;150000;2520;cheque;;
4609;2;10/03/2023;7;150000;6904;parcelado;;
4610;1;10/03/2023;18;258000;1750;parcelado;;
4611;1;10/03/2023;29;450000;5600;cartao;;
4612;1;10/03/2023;2;300000;55;parcelado;;
4613;8;10/03/2023;18;258000;2425;parcelado;;
4614;2;10/03/2023;30;530000;3140;carne;;
4615;8;11/03/2023;4;450000;5002;avista;;
4616;2;11/03/2023;28;41000;3077;cartao;;
4617;8;11/03/2023;29;450000;1357;avista;;
4618;8;11/03/2023;13;1200000;4057;carne;;
4619;8;11/03/2023;30;530000;1131;carne;;
4620;2;11/03/2023;5;200000;4180;cheque;;
4621;2;11/03/2023;8;19000;213;parcelado;;
4622;8;11/03/2023;10;3500000;137;cartao;;
4623;8;11/03/2023;18;258000;4665;parcelado;;
4624;8;11/03/2023;9;45000;5351;cheque;;
4625;8;11/03/2023;4;450000;1020;cartao;;
4626;2;11/03/2023;26;150000;401;avista;;
4627;1;11/03/2023;2;300000;3968;avista;;
4628;2;12/03/2023;11;4200000;154;parcelado;;
4629;8;12/03/2023;25;17500;6754;parcelado;;
4630;8;12/03/2023;29;450000;4606;carne;;
4631;1;12/03/2023;7;150000;1645;cartao;;
4632;8;12/03/2023;16;120000;3319;cartao;;
4633;8;12/03/2023;1;3000000;4092;parcelado;;
4634;8;12/03/2023;26;150000;5485;cheque;;
4635;2;12/03/2023;3;20000;2459;carne;;
4636;8;12/03/2023;11;4200000;40;avista;;
4637;8;12/03/2023;4;450000;1367;cheque;;
4638;8;12/03/2023;3;20000;6110;cartao;;
4639;1;12/03/2023;5;200000;5054;parcelado;;
4640;2;13/03/2023;23;210000;589;cartao;;
4641;2;13/03/2023;1;3000000;5965;cartao;;
4642;1;13/03/2023;7;150000;6077;carne;;
4643;1;13/03/2023;6;125000;1055;cartao;;
4644;1;13/03/2023;29;450000;3423;carne;;
4645;2;13/03/2023;24;127000;2849;cheque;;
4646;8;13/03/2023;8;19000;314;cheque;;
4647;2;13/03/2023;24;127000;538;parcelado;;
4648;1;13/03/2023;3;20000;4677;cheque;;
4649;2;13/03/2023;29;450000;198;cartao;;
4650;8;13/03/2023;2;300000;6218;avista;;
4651;1;14/03/2023;2;300000;246;carne;;
4652;8;14/03/2023;10;3500000;5825;cartao;;
4653;8;14/03/2023;11;4200000;6617;carne;;
4654;8;14/03/2023;28;41000;6012;cartao;;
4655;8;14/03/2023;2;300000;2652;carne;;
4656;8;14/03/2023;12;123000;6559;cheque;;
4657;8;14/03/2023;11;4200000;5129;carne;;
4658;1;14/03/2023;29;450000;6852;avista;;
4659;8;14/03/2023;9;45000;2929;cartao;;
4660;2;14/03/2023;10;3500000;1458;avista;;
4661;1;15/03/2023;7;150000;6398;cartao;;
4662;1;15/03/2023;8;19000;4297;parcelado;;
4663;8;15/03/2023;10;3500000;6914;carne;;
4664;1;15/03/2023;29;450000;7016;carne;;
4665;1;15/03/2023;21;125000;448;parcelado;;
4666;1;15/03/2023;7;150000;7058;carne;;
4667;8;15/03/2023;18;258000;1333;cartao;;
4668;8;15/03/2023;29;450000;7643;parcelado;;
4669;8;15/03/2023;23;210000;3718;carne;;
4670;1;16/03/2023;12;123000;600;parcelado;;
4671;2;16/03/2023;4;450000;39;cheque;;
4672;8;16/03/2023;10;3500000;2856;avista;;
4673;8;16/03/2023;29;450000;6796;avista;;
4674;2;16/03/2023;20;30000;3738;cartao;;
4675;2;16/03/2023;13;1200000;7717;carne;;
4676;2;16/03/2023;11;4200000;1557;parcelado;;
4677;1;16/03/2023;1;3000000;2673;carne;;
4678;2;16/03/2023;10;3500000;4540;carne;;
4679;2;16/03/2023;2;300000;5610;parcelado;;
4680;2;16/03/2023;16;120000;4492;cartao;;
4681;8;16/03/2023;18;258000;417;carne;;
4682;2;16/03/2023;13;1200000;1929;cheque;;
4683;2;16/03/2023;27;98000;5876;parcelado;;
4684;1;16/03/2023;20;30000;4956;carne;;
4685;8;16/03/2023;23;210000;3030;parcelado;;
4686;2;16/03/2023;19;32500;1037;cheque;;
4687;1;16/03/2023;22;365000;452;cheque;;
4688;8;16/03/2023;15;422000;1947;cheque;;
4689;2;16/03/2023;29;450000;2559;avista;;
4690;1;16/03/2023;4;450000;5862;carne;;
4691;8;16/03/2023;25;17500;796;cheque;;
4692;2;17/03/2023;5;200000;2602;parcelado;;
4693;2;17/03/2023;5;200000;6427;carne;;
4694;2;17/03/2023;27;98000;4431;cheque;;
4695;2;17/03/2023;20;30000;4373;cheque;;
4696;1;17/03/2023;13;1200000;4788;cheque;;
4697;1;17/03/2023;29;450000;6948;avista;;
4698;2;17/03/2023;13;1200000;714;cartao;;
4699;1;17/03/2023;17;365300;6306;cartao;;
4700;8;17/03/2023;7;150000;3610;avista;;
4701;8;17/03/2023;1;3000000;1532;cartao;;
4702;2;17/03/2023;3;20000;1174;cheque;;
4703;8;18/03/2023;11;4200000;3504;carne;;
4704;1;18/03/2023;21;125000;5497;avista;;
4705;1;18/03/2023;5;200000;1724;parcelado;;
4706;2;18/03/2023;4;450000;5716;avista;;
4707;1;18/03/2023;24;127000;5849;cartao;;
4708;1;18/03/2023;10;3500000;7163;cartao;;
4709;1;18/03/2023;12;123000;5623;avista;;
4710;1;18/03/2023;26;150000;4058;parcelado;;
4711;1;18/03/2023;8;19000;7604;cartao;;
4712;1;19/03/2023;1;3000000;2020;cheque;;
4713;1;19/03/2023;6;125000;4641;cartao;;
4714;1;19/03/2023;12;123000;2400;parcelado;;
4715;1;19/03/2023;14;17000;5625;cheque;;
4716;1;19/03/2023;18;258000;3913;carne;;
4717;1;19/03/2023;1;3000000;2334;parcelado;;
4718;8;19/03/2023;17;365300;1538;parcelado;;
4719;1;19/03/2023;17;365300;2069;parcelado;;
4720;8;19/03/2023;26;150000;6578;cheque;;
4721;8;20/03/2023;9;45000;6247;parcelado;;
4722;1;20/03/2023;25;17500;3146;cartao;;
4723;8;20/03/2023;24;127000;2550;carne;;
4724;8;20/03/2023;8;19000;1154;parcelado;;
4725;8;20/03/2023;17;365300;2931;avista;;
4726;1;20/03/2023;30;530000;6152;carne;;
4727;1;20/03/2023;14;17000;1464;carne;;
4728;8;20/03/2023;18;258000;1442;avista;;
4729;1;20/03/2023;18;258000;2309;carne;;
4730;8;20/03/2023;9;45000;7170;cheque;;
4731;1;20/03/2023;22;365000;3250;cartao;;
4732;1;20/03/2023;3;20000;7492;carne;;
4733;1;21/03/2023;22;365000;4164;carne;;
4734;1;21/03/2023;27;98000;1062;cheque;;
4735;1;21/03/2023;8;19000;7198;cartao;;
4736;2;21/03/2023;27;98000;4885;parcelado;;
4737;2;21/03/2023;27;98000;6600;parcelado;;
4738;2;21/03/2023;7;150000;6402;avista;;
4739;8;21/03/2023;26;150000;5176;cheque;;
4740;8;21/03/2023;5;200000;1412;carne;;
4741;8;21/03/2023;18;258000;2030;parcelado;;
4742;8;22/03/2023;13;1200000;1024;parcelado;;
4743;2;22/03/2023;20;30000;2747;cheque;;
4744;8;22/03/2023;16;120000;6758;avista;;
4745;2;22/03/2023;12;123000;6728;cartao;;
4746;2;22/03/2023;28;41000;2174;cheque;;
4747;1;22/03/2023;24;127000;5669;carne;;
4748;1;22/03/2023;14;17000;6722;cheque;;
4749;2;22/03/2023;19;32500;1628;cheque;;
4750;1;22/03/2023;17;365300;6006;parcelado;;
4751;1;22/03/2023;8;19000;2675;cheque;;
4752;1;23/03/2023;12;123000;5703;parcelado;;
4753;2;23/03/2023;26;150000;395;cartao;;
4754;2;23/03/2023;3;20000;4543;avista;;
4755;2;23/03/2023;8;19000;3309;cheque;;
4756;2;23/03/2023;21;125000;7230;cheque;;
4757;8;23/03/2023;17;365300;4737;cartao;;
4758;2;23/03/2023;29;450000;6451;cartao;;
4759;1;23/03/2023;17;365300;4395;carne;;
4760;8;23/03/2023;8;19000;1853;parcelado;;
4761;2;23/03/2023;1;3000000;2246;carne;;
4762;8;23/03/2023;22;365000;1418;cheque;;
4763;2;23/03/2023;22;365000;833;cartao;;
4764;2;23/03/2023;25;17500;6798;parcelado;;
4765;2;23/03/2023;9;45000;4405;cheque;;
4766;8;23/03/2023;8;19000;7153;avista;;
4767;1;24/03/2023;17;365300;247;avista;;
4768;2;24/03/2023;30;530000;733;avista;;
4769;2;24/03/2023;13;1200000;4866;carne;;
4770;1;24/03/2023;11;4200000;5668;cheque;;
4771;2;24/03/2023;27;98000;4707;avista;;
4772;2;24/03/2023;15;422000;302;avista;;
4773;2;24/03/2023;28;41000;4978;cheque;;
4774;1;24/03/2023;25;17500;5829;cartao;;
4775;1;25/03/2023;18;258000;4543;avista;;
4776;8;25/03/2023;9;45000;5657;parcelado;;
4777;1;25/03/2023;23;210000;2141;cartao;;
4778;2;25/03/2023;11;4200000;1166;cheque;;
4779;1;25/03/2023;30;530000;1291;cheque;;
4780;2;25/03/2023;30;530000;2992;carne;;
4781;1;25/03/2023;13;1200000;4773;cartao;;
4782;2;25/03/2023;12;123000;4246;avista;;
4783;1;26/03/2023;15;422000;6667;cartao;;
4784;8;26/03/2023;25;17500;5681;cheque;;
4785;2;26/03/2023;18;258000;1165;parcelado;;
4786;1;26/03/2023;4;450000;5202;parcelado;;
4787;8;26/03/2023;18;258000;1413;avista;;
4788;2;26/03/2023;4;450000;1719;parcelado;;
4789;2;26/03/2023;15;422000;3502;carne;;
4790;8;26/03/2023;17;365300;1101;cheque;;
4791;2;26/03/2023;29;450000;3678;avista;;
4792;1;26/03/2023;11;4200000;2528;avista;;
4793;8;27/03/2023;28;41000;3571;cartao;;
4794;8;27/03/2023;3;20000;4956;carne;;
4795;1;27/03/2023;11;4200000;2748;cartao;;
4796;1;27/03/2023;13;1200000;6499;avista;;
4797;1;27/03/2023;21;125000;3576;cheque;;
4798;8;27/03/2023;24;127000;4952;cheque;;
4799;8;27/03/2023;12;123000;2527;avista;;
4800;1;27/03/2023;22;365000;7706;carne;;
4801;2;27/03/2023;20;30000;4333;parcelado;;
4802;1;27/03/2023;15;422000;642;cartao;;
4803;2;27/03/2023;25;17500;3239;avista;;
4804;1;27/03/2023;22;365000;1333;parcelado;;
4805;1;28/03/2023;11;4200000;7373;parcelado;;
4806;2;28/03/2023;28;41000;6414;cartao;;
4807;1;28/03/2023;25;17500;5910;cheque;;
4808;8;28/03/2023;8;19000;2577;carne;;
4809;1;28/03/2023;6;125000;5207;cheque;;
4810;8;28/03/2023;23;210000;3227;cartao;;
4811;1;28/03/2023;26;150000;5132;cartao;;
4812;1;28/03/2023;15;422000;1583;cartao;;
4813;8;28/03/2023;21;125000;2373;cartao;;
4814;2;28/03/2023;20;30000;4517;carne;;
